,assistsPg,blocksPg,defRebsPg,efficiency,fgaPg,fgmPg,fgpct,foulsPg,ftaPg,ftmPg,ftpct,games,gamesStarted,minsPg,offRebsPg,pointsPg,rebsPg,stealsPg,tpaPg,tpmPg,tppct,turnoversPg,playerId
424,0.5,0.5,1.5,3.2,3.0,0.833,27.8,0.83,0.0,0.0,0.0,6,0,13.3,0.7,2.0,2.2,0.17,1.833,0.333,18.2,0.0,1629610
425,6.2,0.33,3.1,14.6,13.571,5.714,42.1,2.33,3.19,2.381,74.6,21,18,31.6,0.7,15.5,3.8,0.81,5.762,1.667,28.9,3.43,1629645
426,1.4,0.11,3.4,8.0,7.667,2.889,37.7,1.44,0.556,0.222,40.0,9,3,23.6,0.6,8.3,4.0,0.44,6.667,2.333,35.0,1.22,1629717
427,0.6,0.91,3.0,10.0,5.265,2.676,50.8,1.74,1.647,1.176,71.4,34,1,20.4,1.6,6.9,4.6,0.59,1.235,0.412,33.3,0.65,1630231
428,0.4,0.14,1.2,3.4,3.929,1.286,32.7,1.29,0.5,0.429,85.7,14,0,11.9,1.1,3.6,2.3,0.07,2.357,0.643,27.3,0.43,1630237
429,2.3,0.56,3.4,14.6,8.607,4.426,51.4,3.13,1.918,1.377,71.8,61,49,29.0,2.0,11.0,5.4,1.28,2.705,0.787,29.1,1.2,1630256
430,1.5,0.64,2.9,11.7,7.667,3.333,43.5,2.0,2.083,1.972,94.7,36,8,21.3,0.7,10.1,3.6,0.94,3.556,1.444,40.6,0.61,203087
431,1.6,0.46,3.2,10.9,8.831,3.525,39.9,1.93,1.169,0.915,78.3,59,48,30.9,0.5,10.3,3.7,1.24,6.424,2.356,36.7,0.8,203200
432,1.3,0.08,2.6,12.5,9.792,5.094,52.0,1.68,1.453,1.208,83.1,53,19,24.3,1.0,13.0,3.6,0.3,4.264,1.604,37.6,0.83,203926
433,1.3,0.0,3.0,13.3,12.75,6.75,52.9,4.0,2.5,2.0,80.0,4,4,29.3,0.5,15.5,3.5,0.5,1.75,0.0,0.0,1.0,203933
434,0.1,0.36,1.5,3.7,3.0,1.273,42.4,1.55,1.091,0.682,62.5,22,1,8.6,0.8,3.3,2.3,0.09,0.455,0.091,20.0,0.32,203960
435,6.6,0.34,2.9,15.6,6.679,3.786,56.7,1.61,0.679,0.446,65.8,56,2,25.8,0.8,8.2,3.7,1.77,0.607,0.214,35.3,1.86,204456
436,1.0,3.38,5.2,17.5,9.191,4.383,47.7,3.51,3.021,2.362,78.2,47,47,31.0,1.3,12.6,6.5,0.85,4.383,1.468,33.5,1.43,1626167
437,6.0,0.55,9.1,27.4,14.415,7.491,52.0,3.38,5.604,4.094,73.1,53,53,35.7,2.5,19.9,11.6,1.13,2.623,0.792,30.2,3.36,1627734
438,4.0,0.57,3.9,17.7,16.565,7.13,43.0,2.35,3.87,3.0,77.5,23,23,32.6,0.8,18.8,4.7,1.7,5.739,1.565,27.3,1.87,1627747
439,5.9,0.26,4.2,21.7,17.811,8.094,45.4,2.02,3.151,2.717,86.2,53,53,35.1,1.1,21.6,5.3,0.92,6.736,2.66,39.5,2.04,1627763
440,0.9,0.22,1.3,6.8,5.0,2.63,52.6,1.52,1.37,1.087,79.4,46,17,15.5,0.3,7.0,1.6,0.61,1.674,0.674,40.3,0.91,1628410
441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1628578
442,1.6,0.16,1.1,5.6,6.614,2.561,38.7,1.51,1.158,0.93,80.3,57,6,17.2,0.2,7.1,1.3,0.65,2.825,1.053,37.3,0.89,1628988
443,0.7,1.24,1.9,7.5,4.135,1.892,45.8,1.92,1.216,0.919,75.6,37,2,11.3,1.3,5.1,3.2,0.22,1.514,0.405,26.8,0.43,1629048
444,0.5,0.63,2.4,10.3,5.0,2.75,55.0,0.75,2.0,1.375,68.8,8,3,16.3,1.5,7.9,3.9,0.5,2.375,1.0,42.1,0.25,1629052
445,0.3,0.14,0.8,2.3,2.091,0.773,37.0,0.55,0.227,0.227,100.0,22,0,5.5,0.4,2.0,1.2,0.23,0.955,0.273,28.6,0.27,1629103
446,0.0,0.13,0.4,0.8,1.375,0.375,27.3,0.56,0.313,0.25,80.0,16,0,2.6,0.3,1.1,0.7,0.0,0.375,0.063,16.7,0.06,1630199
447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2617
448,2.2,0.57,3.0,8.2,4.185,1.593,38.1,1.43,0.63,0.407,64.7,54,4,21.5,0.6,4.6,3.6,1.0,3.148,1.037,32.9,0.98,2738
449,1.8,0.55,3.8,10.4,7.25,2.85,39.3,1.65,1.4,1.05,75.0,20,17,27.0,0.8,8.3,4.6,0.7,4.2,1.5,35.7,0.6,2772
450,4.4,0.18,3.0,12.7,10.625,4.625,43.5,2.18,2.55,2.075,81.4,40,10,26.3,0.5,13.0,3.5,0.65,4.65,1.65,35.5,2.45,201609
451,1.1,0.25,1.9,3.9,3.0,1.125,37.5,1.88,0.375,0.125,33.3,8,0,10.9,0.1,2.8,2.0,0.25,2.0,0.375,18.8,0.38,202357
452,7.3,0.39,5.2,27.5,14.25,7.023,49.3,1.45,7.932,6.795,85.7,44,44,33.9,1.8,21.3,7.0,2.14,1.977,0.432,21.8,2.25,202710
453,0.3,0.67,3.3,11.8,4.0,2.667,66.7,1.33,1.667,1.5,90.0,6,0,13.3,2.2,6.8,5.5,0.83,0.5,0.0,0.0,0.83,203473
454,3.5,0.5,2.8,9.5,10.75,4.0,37.2,3.25,4.5,3.0,66.7,4,4,27.8,0.8,12.0,3.6,1.75,4.25,1.0,23.5,3.5,203506
455,5.3,1.09,6.9,26.3,12.722,7.204,56.6,2.24,5.741,4.611,80.3,54,54,33.5,2.3,19.1,9.2,1.07,0.148,0.037,25.0,2.74,1628389
456,1.8,0.25,3.5,12.4,10.066,4.426,44.0,2.51,1.0,0.836,83.6,61,61,32.1,0.1,13.2,3.6,0.56,8.623,3.492,40.5,1.18,1629130
457,2.8,0.26,2.9,13.6,11.511,5.383,46.8,1.89,1.106,1.021,92.3,47,35,29.0,0.4,14.0,3.3,0.98,5.723,2.191,38.3,1.45,1629134
458,1.3,0.05,0.9,4.0,4.833,1.786,36.9,1.62,0.548,0.476,87.0,42,6,13.4,0.2,4.9,1.1,0.4,3.071,0.881,28.7,0.67,1629216
459,0.5,0.03,0.8,4.4,4.313,1.969,45.7,1.06,0.531,0.344,64.7,32,0,12.1,0.1,5.5,0.9,0.19,3.469,1.219,35.1,0.19,1629622
460,3.4,0.35,4.4,14.4,13.063,5.583,42.7,1.27,2.292,1.854,80.9,48,14,30.7,0.5,14.9,4.9,0.71,5.458,1.875,34.4,1.9,1629639
461,0.5,0.27,1.4,3.0,2.8,0.967,34.5,1.73,0.333,0.1,30.0,30,9,12.8,0.6,2.4,2.0,0.27,1.567,0.4,25.5,0.43,1629644
462,0.5,0.47,2.3,6.5,3.764,2.036,54.1,1.6,1.873,0.964,51.5,55,3,12.4,1.3,5.0,3.6,0.33,0.0,0.0,0.0,0.75,1630173
463,0.6,1.28,4.3,11.3,6.222,3.5,56.3,2.03,2.194,1.139,51.9,36,4,15.2,1.7,8.1,6.0,0.25,0.028,0.0,0.0,1.11,202355
464,3.5,0.18,5.5,19.1,11.0,5.429,49.4,1.32,4.125,3.411,82.7,56,56,36.4,1.1,15.9,6.6,0.77,4.339,1.643,37.9,1.59,203084
465,1.1,0.57,2.1,8.3,5.214,2.357,45.2,2.64,1.357,1.143,84.2,14,8,22.6,0.6,6.6,2.7,1.0,2.571,0.786,30.6,0.64,203090
466,2.1,0.07,2.0,9.8,6.071,2.714,44.7,0.71,1.643,1.5,91.3,14,0,20.7,0.6,7.9,2.6,1.21,2.286,1.0,43.8,0.64,1626153
467,1.7,1.64,6.4,21.9,9.26,5.94,64.1,3.64,2.76,2.2,79.7,50,50,30.0,2.6,14.1,9.0,0.68,0.2,0.04,20.0,1.22,1626158
468,3.1,0.4,4.1,15.1,14.052,5.672,40.4,2.53,1.483,1.241,83.7,58,58,34.3,0.4,16.6,4.5,0.83,10.397,4.0,38.5,1.72,1627741
469,0.8,0.75,2.8,7.8,2.0,1.25,62.5,1.75,1.75,1.25,71.4,4,2,15.5,1.0,3.8,3.8,0.75,0.0,0.0,0.0,0.75,1627745
470,7.2,0.47,2.9,22.8,19.138,9.121,47.7,2.93,7.19,5.172,71.9,58,58,35.1,0.6,25.2,3.5,1.5,5.517,1.776,32.2,3.0,1628368
471,0.9,0.51,5.0,15.0,11.243,5.649,50.2,2.43,2.946,1.649,56.0,37,37,25.7,2.5,13.9,7.5,0.49,2.595,0.919,35.4,1.32,1628963
472,0.7,0.5,1.6,6.5,3.615,2.077,57.4,1.5,1.0,0.654,65.4,26,0,9.7,1.0,4.9,2.6,0.27,0.385,0.115,30.0,0.58,1629002
473,1.1,0.21,1.9,6.9,6.929,3.0,43.3,1.43,0.786,0.571,72.7,14,0,17.8,0.2,8.1,2.1,0.64,4.286,1.571,36.7,1.14,1629056
474,0.9,0.0,0.9,3.0,2.636,1.0,37.9,0.64,0.545,0.455,83.3,22,0,6.9,0.1,2.9,1.0,0.18,1.455,0.455,31.3,0.18,1629657
475,0.6,0.04,0.3,1.5,1.615,0.692,42.9,0.38,0.462,0.192,41.7,26,0,5.8,0.1,1.8,0.4,0.12,0.654,0.192,29.4,0.23,1629713
476,0.0,0.25,0.5,0.5,0.75,0.25,33.3,1.0,0.0,0.0,0.0,4,0,2.3,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.25,1629735
477,5.1,0.51,2.3,15.4,10.321,4.868,47.2,1.55,0.943,0.792,84.0,53,15,29.8,0.7,12.6,3.0,1.3,5.0,2.075,41.5,1.47,1630169
478,0.2,0.2,0.8,2.0,1.0,0.6,60.0,0.0,0.0,0.0,0.0,5,0,3.4,0.0,1.4,0.8,0.0,0.6,0.2,33.3,0.2,1630186
479,0.0,0.18,0.7,1.6,1.273,0.636,50.0,0.18,0.727,0.273,37.5,11,0,2.6,0.3,1.6,1.0,0.0,0.364,0.091,25.0,0.09,1630218
480,7.2,0.26,4.8,20.2,12.786,5.476,42.8,3.14,3.524,3.095,87.8,42,42,34.7,0.8,16.7,5.6,1.02,6.976,2.643,37.9,2.81,200768
481,0.9,0.4,3.4,8.2,5.62,2.42,43.1,2.26,0.74,0.54,73.0,50,31,18.2,1.7,5.8,5.1,0.3,1.86,0.44,23.7,0.86,203382
482,0.4,0.3,1.5,4.4,4.6,1.7,37.0,1.1,1.1,1.0,90.9,10,0,15.7,0.3,5.2,1.8,0.1,2.4,0.8,33.3,0.4,203918
483,1.1,1.43,3.6,13.6,6.429,3.571,55.6,2.14,2.143,1.143,53.3,7,5,26.3,2.7,8.7,6.3,0.71,1.0,0.429,42.9,0.86,203920
484,1.2,0.32,1.9,5.4,2.94,1.16,39.5,1.78,0.58,0.48,82.8,50,6,14.6,0.4,3.4,2.3,0.76,1.74,0.6,34.5,0.78,1626169
485,2.0,0.36,2.0,7.5,3.897,2.077,53.3,1.51,1.103,0.769,69.8,39,11,18.1,0.6,5.2,2.6,0.79,0.846,0.231,27.3,1.31,1627761
486,4.7,0.71,5.6,22.6,16.625,7.542,45.4,3.25,5.563,4.667,83.9,48,48,35.7,1.7,21.0,7.3,1.1,4.354,1.292,29.7,2.17,1627783
487,6.2,0.77,3.6,20.2,16.362,6.447,39.4,2.4,3.787,3.362,88.8,47,47,36.1,0.6,19.6,4.2,1.7,8.979,3.34,37.2,1.89,1627832
488,2.0,0.72,4.3,16.9,11.564,5.538,47.9,2.77,2.41,1.872,77.7,39,39,33.2,1.3,15.4,5.6,1.56,6.0,2.41,40.2,1.79,1628384
489,1.1,1.86,4.8,17.9,9.237,4.797,51.9,2.78,3.186,2.508,78.7,59,13,24.0,2.0,13.6,6.8,0.58,3.831,1.492,38.9,0.78,1628449
490,0.6,0.11,1.5,4.7,3.037,1.407,46.3,1.33,0.296,0.185,62.5,27,2,11.0,0.1,4.1,1.6,0.22,2.37,1.111,46.9,0.33,1628778
491,1.4,0.21,3.4,12.5,14.929,6.214,41.6,1.5,1.143,0.929,81.3,14,12,31.2,0.1,15.9,3.5,1.21,7.071,2.571,36.4,0.71,1629018
492,0.7,0.39,2.4,6.5,3.22,1.439,44.7,1.12,0.561,0.463,82.6,41,1,13.4,0.8,4.0,3.2,0.49,1.561,0.634,40.6,0.37,1629139
493,2.6,0.14,1.8,6.2,5.886,2.086,35.4,1.14,0.743,0.543,73.1,35,6,16.7,0.2,5.6,2.0,0.71,2.8,0.886,31.6,0.77,1630201
494,0.5,0.0,0.5,1.3,1.0,0.25,25.0,0.5,0.0,0.0,0.0,4,0,3.5,0.3,0.8,0.8,0.25,0.5,0.25,50.0,0.25,1630223
495,0.6,1.25,2.0,9.5,3.875,2.375,61.3,1.88,1.0,0.875,87.5,8,0,16.9,1.6,5.6,3.6,0.5,0.0,0.0,0.0,0.5,1630273
